State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Rate_100000,Rate_Level,Area_Name,POP_ESTIMATE
TN,Moore,17,3.9,4.3,19,25,7.8,21,20,15,10,0,0,16,6769,46,92,53,3.0,19,6.3,111,10.2,0,11,90,41,14,14,58234,470.8555556,4,Moore,6488
TN,Morgan,22,4.9,5.0,25,36,7.4,37,49,14,13,14,14,9,6481,41,98,32,4.5,33,7.9,194,9.4,0,14,82,47,21,8,40397,409.0857143,4,Morgan,21403
TN,Obion,23,4.8,5.0,24,38,7.3,38,70,13,12,46,53,46,7089,44,84,45,4.9,35,14.8,436,10.9,0,13,86,24,16,5,42532,520.9555556,4,Obion,30069
TN,Overton,22,4.6,5.0,23,39,8.3,32,45,13,12,45,32,9,8351,52,86,42,3.8,25,7.3,217,9.5,0,11,88,43,13,0,42149,437.53333330000004,4,Overton,22241
TN,Perry,25,5.2,5.2,24,29,6.7,27,13,13,14,25,12,62,10989,47,97,41,4.3,26,5.0,253,9.5,0,14,77,30,16,13,41960,558.5857143,4,Perry,8076
TN,Pickett,20,4.5,4.7,21,31,8.4,35,57,13,12,39,0,0,10097,46,97,40,3.8,25,7.9,204,9.2,1,8,83,34,16,0,40182,415.2666667,4,Pickett,5048
TN,Polk,21,4.5,4.8,22,34,8.4,32,73,14,13,60,36,6,5568,39,91,43,4.2,27,13.7,224,9.7,0,13,85,43,16,0,41968,469.5875,4,Polk,16832
TN,Putnam,21,4.5,4.8,24,28,7.2,27,47,15,12,67,67,222,5245,52,92,58,3.6,36,10.8,397,9.6,0,17,86,29,11,9,45512,439.9714286,4,Putnam,80245
TN,Rhea,22,4.7,4.9,23,38,7.5,34,64,13,13,34,27,39,5381,47,87,44,5.6,39,11.3,280,9.8,0,11,81,32,21,5,44132,458.5888889,4,Rhea,33167
TN,Roane,20,4.4,4.8,20,34,7.6,24,65,13,11,36,49,45,6166,53,95,53,4.1,26,11.7,334,10.0,0,13,87,46,16,9,54440,344.8818182,2,Roane,53382
TN,Robertson,18,4.1,4.4,20,34,8.7,31,58,16,10,36,30,63,4794,51,97,54,3.1,32,10.1,426,10.9,0,12,83,50,11,2,66006,350.64285710000007,2,Robertson,71813
TN,Rutherford,17,3.9,3.9,19,36,7.9,25,76,16,9,43,52,94,6208,50,95,69,2.7,30,7.1,492,11.2,1,14,84,43,11,8,64170,337.4266667,2,Rutherford,332285
TN,Scott,24,5.1,5.2,26,42,7.6,32,71,14,11,41,32,54,6827,42,96,41,4.3,39,6.8,230,9.3,0,14,85,32,13,2,35685,402.7333333,3,Scott,22068
TN,Sequatchie,22,4.5,4.9,21,38,8.6,26,34,15,11,34,20,20,3101,45,86,51,4.3,33,6.1,389,9.7,0,15,82,52,13,0,49707,369.34285710000006,3,Sequatchie,15026
TN,Sevier,19,4.4,4.7,21,44,8.0,35,64,13,17,39,35,68,4352,48,89,51,3.5,34,9.6,311,10.1,0,14,78,40,15,5,47202,360.9090909,3,Sevier,98250
TN,Shelby,21,4.3,4.2,20,36,6.0,25,87,13,12,84,72,144,5021,47,80,62,4.2,51,9.1,1346,9.5,0,20,84,31,12,11,47924,294.4266667,2,Shelby,937166
TN,Smith,19,4.4,4.7,22,30,8.6,20,49,15,10,41,25,15,8561,52,92,45,3.1,33,5.1,237,10.0,1,11,86,43,16,1,50704,425.2,4,Smith,20157
TN,Stewart,19,4.4,4.6,21,27,8.1,27,54,14,12,7,22,29,5613,40,97,51,5.0,31,9.7,439,10.3,1,14,84,53,11,1,46565,474.8222222,4,Stewart,13715
TN,Sullivan,21,4.9,5.2,22,34,7.2,30,78,13,10,127,72,121,5497,50,94,60,3.7,34,14.4,484,10.2,0,11,86,26,15,13,46024,426.63333330000006,4,Sullivan,158348
TN,Sumner,17,3.9,4.4,18,31,8.3,32,65,17,10,49,43,83,6553,52,95,66,2.8,30,8.3,249,10.8,0,12,83,47,8,7,66171,292.2307692,2,Sumner,191283
TN,Tipton,19,4.1,4.4,21,32,7.6,36,49,15,9,29,34,65,5576,46,97,55,4.2,34,8.3,668,10.1,0,12,88,54,17,6,60874,367.325,3,Tipton,61599
TN,Trousdale,20,4.3,4.5,23,22,0.0,22,67,17,13,20,9,0,10098,58,98,52,3.3,48,5.0,496,10.1,0,14,77,53,6,0,49280,439.8555556,4,Trousdale,11284
TN,Unicoi,22,4.7,4.9,22,33,7.6,22,100,13,12,39,28,17,6373,41,86,52,4.9,36,13.0,251,8.8,0,12,81,27,19,6,43688,422.07142860000005,4,Unicoi,17883
TN,Union,22,4.8,5.0,25,34,8.1,26,22,14,13,15,25,56,5856,46,87,35,4.1,29,3.1,295,10.0,0,15,86,60,18,1,40322,390.2142857,3,Union,19972
TN,Van Buren,22,4.7,4.8,22,32,8.5,30,63,13,13,0,0,17,5166,31,90,31,4.7,14,0.0,274,9.2,1,10,84,50,14,0,38265,486.41666669999995,4,Van Buren,5872
TN,Warren,24,5.0,5.1,24,38,7.9,31,57,13,15,52,37,66,5336,47,94,42,3.9,33,11.1,458,9.6,0,10,85,29,19,4,42475,533.7333333,4,Warren,41277
TN,Wayne,24,4.7,4.8,25,35,7.4,41,71,14,12,30,6,24,5925,45,96,40,4.9,30,7.8,297,9.7,0,12,84,43,15,9,38879,540.0555555999999,4,Wayne,16673
TN,Weakley,22,4.6,4.9,22,39,7.2,34,25,14,10,57,27,36,5939,44,92,56,4.2,33,16.8,204,10.6,0,12,84,23,11,7,42351,463.2,4,Weakley,33328
TN,White,25,5.0,5.1,23,31,7.9,23,36,13,11,34,37,15,5351,52,94,49,3.7,26,9.3,254,9.5,0,13,87,31,22,5,42603,438.07142860000005,4,White,27345
TN,Williamson,14,3.4,3.8,15,22,9.2,18,80,16,6,150,77,172,3118,56,96,87,2.5,13,12.4,140,11.0,0,10,81,45,8,3,115930,267.56,1,Williamson,238412
TN,Wilson,17,3.8,4.1,18,37,8.6,21,58,17,9,32,43,55,5323,54,96,69,2.8,24,9.7,303,11.1,0,12,82,52,11,4,76507,292.02666669999996,2,Wilson,144657
TX,Anderson,20,3.9,4.0,17,37,5.9,23,26,19,20,35,40,43,5229,43,97,40,3.1,32,10.0,417,9.9,1,14,86,26,10,15,45969,518.075,4,Anderson,57735
TX,Andrews,20,3.6,3.7,13,35,8.1,26,94,20,22,51,22,17,5664,24,96,41,2.4,21,7.3,494,7.3,1,16,79,31,7,12,84946,431.8583333000001,4,Andrews,18705
TX,Angelina,21,4.1,4.3,16,41,6.2,35,65,16,22,59,48,134,4638,48,92,54,4.4,39,11.3,312,9.8,1,17,81,16,14,11,46653,362.7333333,3,Angelina,86715
TX,Aransas,21,4.1,4.3,14,41,5.8,36,81,16,22,35,29,80,3318,42,89,48,5.7,36,5.1,477,9.3,1,14,79,29,19,20,46912,359.7111111,3,Aransas,23510
TX,Archer,14,3.4,3.8,14,27,7.6,19,23,19,19,0,0,0,4758,46,99,59,3.1,24,9.1,202,8.5,0,9,83,18,12,5,61190,313.05,2,Archer,8553
TX,Armstrong,12,3.1,3.6,12,29,6.5,23,3,20,18,0,0,0,5488,26,100,73,2.8,25,26.6,153,6.8,0,10,68,48,9,20,57210,392.22222220000003,3,Armstrong,1887
TX,Atascosa,24,4.0,4.0,14,37,8.3,32,41,18,19,16,42,40,5400,36,93,41,3.8,37,6.9,222,9.6,0,14,78,51,17,8,50594,341.14,2,Atascosa,51153
TX,Austin,17,3.6,3.9,14,32,7.6,29,26,19,20,20,40,33,4223,40,97,61,3.6,25,12.4,238,10.2,1,15,84,42,10,3,59942,325.9533333,2,Austin,30032
TX,Bailey,27,4.5,4.3,16,31,8.3,25,82,16,27,42,43,28,5380,41,100,45,4.4,37,7.1,160,6.8,0,14,66,26,6,4,45051,344.71,2,Bailey,7000
TX,Bandera,17,3.7,4.0,14,30,6.8,28,58,17,19,27,22,61,2489,39,92,60,3.4,36,9.4,138,8.9,1,12,78,56,9,13,53008,324.15714289999994,2,Bandera,23112
TX,Bastrop,20,3.8,3.8,16,38,7.3,24,48,19,22,27,33,57,4397,41,94,49,3.4,30,7.4,407,10.1,0,15,80,56,12,11,61883,273.2666667,1,Bastrop,88723
TX,Baylor,17,3.8,4.2,14,27,7.3,25,86,17,19,140,28,0,7478,18,98,60,3.3,17,14.0,236,7.8,0,8,87,7,12,4,41180,358.68,3,Baylor,3509
TX,Bee,24,4.1,3.9,16,31,7.1,22,51,20,19,21,31,43,7025,29,89,36,5.1,32,4.3,252,9.4,1,17,82,30,13,11,41806,388.9777778,3,Bee,32565
TX,Bell,20,3.9,4.1,15,35,6.1,23,78,20,13,82,80,216,6936,39,75,69,4.1,34,7.6,411,10.1,1,15,81,23,11,13,54292,296.9066667,2,Bell,362924
TX,Bexar,22,3.9,4.2,15,29,7.6,23,86,20,17,74,85,177,4099,38,87,63,3.3,37,5.7,533,10.4,1,18,79,35,9,11,54210,312.46875,2,Bexar,2003554
TX,Blanco,16,3.6,4.0,13,29,8.2,28,50,17,21,43,34,9,3385,44,97,58,2.6,33,10.3,137,8.9,0,14,79,40,12,1,64832,247.5,1,Blanco,11931
TX,Borden,13,2.9,3.4,11,27,7.0,26,0,20,16,0,0,0,0,18,100,81,3.2,14,0.0,466,7.1,1,4,75,61,17,15,66101,459.2,4,Borden,654
TX,Bosque,18,3.8,4.1,14,32,7.5,27,31,17,22,55,37,21,5635,30,97,50,3.7,32,13.6,82,9.5,0,13,81,45,11,4,48460,346.4166667,2,Bosque,18685
TX,Bowie,19,4.0,4.3,17,47,5.9,39,41,18,16,67,56,99,5585,43,96,54,4.9,43,13.2,514,10.0,0,16,88,15,15,9,47339,453.2,4,Bowie,93245
TX,Brazoria,18,3.5,3.7,13,28,7.5,28,81,18,14,65,54,67,5472,41,94,69,4.5,23,6.5,183,11.4,1,14,86,49,11,7,74225,267.95,1,Brazoria,374264
TX,Brazos,18,4.1,4.1,14,29,5.8,20,89,19,17,85,52,87,4681,53,86,70,2.8,34,7.6,317,10.1,1,27,79,11,8,12,50113,292.3066667,2,Brazos,229211
TX,Brewster,22,4.0,4.1,14,26,7.2,27,58,17,20,64,32,129,3900,21,99,61,3.4,25,18.2,163,6.3,0,18,69,13,12,13,45670,258.1222222,1,Brewster,9203
TX,Briscoe,19,4.0,4.1,14,26,4.0,29,71,17,31,0,0,0,4263,29,100,51,3.9,41,0.0,0,6.9,1,9,80,27,10,48,44409,326.77142860000004,2,Briscoe,1546
TX,Brooks,38,5.5,4.8,18,37,7.0,26,42,13,17,0,14,14,9230,39,90,40,6.5,58,4.1,234,8.6,1,21,85,21,12,11,30116,351.7333333,2,Brooks,7093
TX,Brown,18,3.9,4.1,15,39,6.5,34,65,18,19,50,42,182,3495,41,97,55,3.7,27,17.6,314,8.3,1,11,86,11,13,14,47097,386.77777779999997,3,Brown,37864
TX,Burleson,18,3.7,4.0,14,38,7.3,25,50,18,20,39,5,11,5873,41,94,44,3.6,30,12.2,174,9.8,1,12,81,50,5,4,53626,479.925,4,Burleson,18443
TX,Burnet,17,3.5,3.9,13,31,7.0,27,63,18,21,47,42,65,4438,45,93,53,2.9,32,13.2,248,9.1,1,13,76,34,18,13,56696,244.22,1,Burnet,48155
TX,Caldwell,23,4.1,4.1,15,39,7.7,27,59,17,22,28,30,76,5634,45,90,41,3.6,34,8.7,219,10.1,0,16,80,52,11,8,52588,281.36,1,Caldwell,43664
TX,Calhoun,21,3.8,3.8,14,31,7.2,23,55,18,19,51,42,14,7189,29,93,48,4.1,38,9.7,512,9.4,1,16,84,20,14,13,52085,391.4833333,3,Calhoun,21290
TX,Callahan,17,3.8,4.1,15,35,6.6,30,55,18,19,7,21,7,4217,40,94,58,3.4,22,13.6,88,7.9,1,13,84,32,13,11,50330,425.5166666999999,4,Callahan,13943
TX,Cameron,31,5.1,4.1,13,31,7.3,25,66,15,29,49,32,57,5259,42,90,47,6.2,37,5.1,319,9.3,1,24,85,21,11,14,38106,281.6666667,1,Cameron,423163
TX,Camp,21,4.1,4.3,16,28,6.8,25,60,17,21,86,38,46,6301,35,98,56,4.9,32,11.7,337,9.9,0,13,80,30,16,6,43714,451.4222222,4,Camp,13094
TX,Carson,13,3.2,3.7,13,28,7.8,24,72,21,17,0,17,0,3799,44,99,71,2.8,26,21.6,377,7.0,0,4,84,35,8,6,64799,372.0777778,3,Carson,5926
TX,Cass,18,3.9,4.2,15,37,6.5,34,36,17,16,27,30,23,5262,35,97,43,5.1,35,17.0,377,9.9,1,12,88,38,20,3,44154,482.7444444,4,Cass,30026
TX,Castro,24,4.1,4.0,14,27,8.6,22,49,17,29,13,0,13,2784,35,97,46,2.9,24,11.5,109,7.3,0,13,83,24,18,4,45689,358.21,3,Castro,7530
TX,Chambers,17,3.7,3.9,15,28,7.4,26,70,21,16,10,5,26,9209,28,98,64,5.4,29,6.0,348,9.9,1,11,89,48,8,5,89513,309.71875,2,Chambers,43837
TX,Cherokee,21,4.1,4.2,16,43,6.6,34,47,18,22,40,30,89,4688,43,91,45,4.1,34,9.6,395,10.0,1,18,80,34,14,9,43483,462.41666669999995,4,Cherokee,52646
TX,Childress,20,3.9,4.0,16,24,5.8,27,74,21,20,142,41,69,5887,23,94,47,2.5,29,9.9,0,7.5,1,17,81,11,13,17,42291,472.11666669999994,4,Childress,7306
TX,Clay,16,3.7,4.0,15,32,6.2,33,19,19,18,38,0,0,5310,45,97,59,3.2,25,13.4,130,8.6,1,12,84,33,16,17,58356,361.77,3,Clay,10471
TX,Cochran,30,4.9,4.6,18,25,7.5,22,48,15,29,35,0,0,3710,21,98,42,4.2,33,17.5,203,6.8,1,15,78,26,17,8,42873,374.06,3,Cochran,2853
TX,Coke,18,3.9,4.1,14,29,4.6,30,72,16,20,0,0,0,4125,46,98,60,3.4,35,12.1,31,7.5,0,11,84,33,10,36,44804,328.3666667,2,Coke,3387
TX,Coleman,20,4.2,4.4,16,25,6.6,27,69,16,23,59,24,12,11721,25,91,50,4.0,34,23.7,211,7.8,1,11,87,26,18,8,39484,421.34166669999996,4,Coleman,8175
TX,Collin,13,2.9,3.2,12,28,7.8,20,90,19,12,95,68,114,4396,55,97,80,3.3,19,6.7,157,10.9,0,13,81,46,9,2,96936,204.625,1,Collin,1034730
TX,Collingsworth,20,4.0,4.1,15,29,8.0,20,71,18,33,0,0,34,10771,14,100,41,3.2,32,16.7,162,7.3,1,10,80,16,8,3,39536,762.8375,4,Collingsworth,2920
TX,Comal,15,3.5,3.7,13,30,8.0,21,84,20,14,69,67,128,4179,44,94,67,3.2,24,9.1,274,10.2,0,14,82,48,5,6,76523,297.42,2,Comal,156209
TX,Comanche,20,4.0,4.2,15,26,7.3,25,15,17,25,44,30,44,5757,25,99,51,3.6,27,9.6,230,8.4,1,14,82,28,15,8,52251,394.27777779999997,3,Comanche,13635
TX,Concho,19,3.7,3.8,13,28,8.1,25,70,17,21,37,23,23,3553,40,93,28,3.6,26,0.0,12,7.5,1,8,80,29,5,11,40987,265.4888889,1,Concho,2726
TX,Cooke,16,3.6,3.9,15,24,7.6,27,52,19,21,33,39,59,4706,41,95,54,3.1,31,10.0,343,9.8,0,13,76,28,8,2,52047,273.70666669999997,1,Cooke,41257
TX,Coryell,18,3.8,4.1,16,42,5.8,24,64,21,15,23,28,52,4344,35,95,63,4.1,27,6.7,229,9.5,1,12,73,24,10,17,48099,299.0357143,2,Coryell,75951
TX,Cottle,22,4.3,4.4,16,22,3.2,23,84,15,27,0,0,0,5160,19,80,55,4.3,49,21.6,280,7.2,0,7,73,18,15,46,38304,463.03333330000004,4,Cottle,1398
TX,Crane,20,3.6,3.7,13,25,8.9,20,92,19,20,21,21,0,9712,18,95,44,3.8,26,8.4,109,7.1,0,15,81,41,8,3,61987,447.3083333000001,4,Crane,4797
TX,Crockett,22,3.8,3.8,13,27,8.6,22,18,17,22,28,29,0,4657,23,95,40,3.0,37,16.8,132,7.3,0,17,84,29,5,3,49117,393.74444439999996,3,Crockett,3464
TX,Crosby,25,4.4,4.3,16,29,8.1,24,32,16,22,34,0,0,5471,39,94,41,4.5,47,15.3,83,7.6,0,13,83,36,5,2,37911,398.9916667,3,Crosby,5737
TX,Culberson,35,5.2,4.6,19,35,8.3,25,93,14,26,0,0,0,7918,14,96,41,3.2,58,0.0,0,5.9,0,16,83,15,15,5,42164,358.4222222,3,Culberson,2171
TX,Dallam,21,4.0,4.1,16,36,6.8,24,93,19,30,69,28,28,4207,27,99,50,2.0,12,13.9,641,6.0,1,14,86,16,8,18,50587,403.75,3,Dallam,7287
TX,Dallas,19,3.7,3.9,15,30,6.9,24,96,18,23,69,84,147,4967,51,84,57,3.7,39,7.3,480,10.0,1,22,79,42,8,7,59838,279.6666667,1,Dallas,2635516
TX,Dawson,25,4.3,4.1,16,29,7.2,28,68,18,21,23,48,8,3388,23,99,36,4.3,35,14.8,434,7.3,1,10,77,20,17,14,43726,419.82,4,Dawson,12728
TX,Deaf Smith,25,4.2,4.0,15,27,8.3,20,81,18,25,11,32,5,4265,35,88,48,2.8,32,9.6,310,7.0,0,12,86,11,6,9,44230,381.1818182,3,Deaf Smith,18546
TX,Delta,18,4.0,4.3,16,34,6.8,25,69,18,18,19,0,37,6636,42,98,60,3.4,33,9.4,19,9.8,0,14,88,55,11,3,44410,466.6,4,Delta,5331
TX,Denton,14,3.4,3.6,13,25,7.6,20,94,22,13,63,56,112,4892,52,95,77,3.2,22,5.8,170,10.9,0,14,81,48,9,4,88384,198.5555556,1,Denton,887207
TX,DeWitt,22,4.1,4.1,15,27,7.3,34,60,17,18,54,25,15,5546,29,97,44,3.1,29,17.3,538,9.6,0,13,85,30,15,8,49208,349.975,2,DeWitt,20160
TX,Dickens,21,4.0,4.0,15,24,7.3,24,37,18,24,45,0,44,4949,26,96,41,4.2,23,18.1,317,7.1,0,10,71,20,6,6,39627,338.2,2,Dickens,2211
TX,Dimmit,34,5.0,4.5,17,33,7.2,30,68,14,19,38,29,29,5322,33,79,45,3.0,43,6.7,85,8.1,1,20,86,17,5,18,37177,391.4888889,3,Dimmit,10124
TX,Donley,17,3.7,4.1,14,28,7.0,23,78,18,20,30,30,0,6199,21,98,54,3.4,39,18.1,316,7.0,0,11,77,30,12,6,40945,419.0,4,Donley,3278
TX,Duval,33,4.8,4.3,16,26,7.0,23,58,15,20,0,0,9,7016,34,86,41,5.3,50,3.5,611,8.5,1,21,72,29,11,20,35156,395.75555560000004,3,Duval,11157
TX,Eastland,19,4.0,4.2,15,35,6.6,29,53,18,22,33,33,22,5050,40,96,44,3.4,23,12.5,213,8.3,1,9,85,19,6,10,44773,403.5777778,3,Eastland,18360
TX,Ector,21,3.7,3.8,14,32,8.3,30,71,20,21,59,41,47,5526,39,81,49,2.7,34,7.8,809,7.8,1,16,82,25,8,6,60431,497.8166666999999,4,Ector,166223
TX,Edwards,21,3.8,3.8,13,27,8.7,28,3,16,25,0,0,52,3752,30,98,50,2.8,48,15.4,160,7.3,0,14,66,20,12,10,37812,316.5777778,2,Edwards,1932
TX,Ellis,16,3.3,3.6,13,38,7.6,27,66,17,18,40,33,64,5283,50,93,61,3.3,22,9.0,142,10.5,1,14,82,46,13,6,76792,296.4125,2,Ellis,184826
TX,El Paso,27,4.4,3.9,14,29,8.1,21,82,17,23,48,44,92,4428,32,87,65,4.2,38,4.9,364,9.5,1,18,80,30,10,10,43948,276.7533333,1,El Paso,839238
TX,Erath,19,4.0,4.3,16,26,5.9,28,65,20,23,55,52,92,5311,47,62,66,3.1,26,11.4,151,8.8,1,22,80,20,16,16,47087,362.44444439999995,3,Erath,42698
TX,Falls,23,4.3,4.5,18,40,6.3,35,45,16,22,11,23,17,10517,34,97,40,3.9,32,12.0,162,10.0,1,14,78,48,16,7,37428,360.9769231,3,Falls,17297
TX,Fannin,17,3.8,4.1,16,30,6.4,31,39,19,22,20,23,102,6735,43,98,50,3.1,25,12.2,145,10.0,0,14,81,46,7,13,53111,309.05,2,Fannin,35514
TX,Fayette,16,3.5,3.8,13,22,7.6,23,58,18,21,36,51,28,3333,44,97,45,2.8,23,18.6,261,9.6,1,11,85,24,16,8,55776,337.6916667,2,Fayette,25346
TX,Fisher,19,3.7,4.0,13,23,7.7,22,4,17,21,26,26,0,4175,9,100,69,3.3,23,20.6,314,7.6,0,8,81,30,8,3,45261,418.21666669999996,4,Fisher,3830
TX,Floyd,25,4.3,4.2,15,35,8.4,22,83,16,24,68,17,0,7685,37,95,50,5.2,32,20.5,468,7.3,0,16,84,26,9,2,39891,396.75,3,Floyd,5712
TX,Foard,16,3.5,3.9,13,28,4.4,23,41,17,24,0,0,0,7652,27,100,61,2.9,26,0.0,0,7.5,1,4,82,28,8,46,37648,425.13333330000006,4,Foard,1155
TX,Fort Bend,15,3.1,3.3,12,29,7.5,21,89,18,14,85,54,70,4619,46,94,77,4.0,21,5.0,246,11.7,0,14,82,58,8,7,92310,225.9,1,Fort Bend,811688
TX,Franklin,17,3.7,4.0,14,37,7.3,34,8,18,19,28,28,37,2908,49,97,67,4.1,25,12.1,253,9.9,0,17,82,37,14,2,48222,473.33333330000005,4,Franklin,10725
TX,Freestone,19,4.0,4.2,16,35,6.5,40,35,17,20,31,30,15,6275,37,96,50,5.8,29,9.7,155,10.0,0,13,85,32,19,6,49317,370.2916667,3,Freestone,19717
TX,Frio,28,4.4,3.9,16,25,8.6,24,41,19,22,20,25,25,5013,35,87,36,2.9,45,6.6,237,8.7,0,20,87,19,4,5,41038,436.4111111,4,Frio,20306
TX,Gaines,20,3.8,4.0,15,34,8.7,28,36,21,34,24,10,10,5252,31,97,32,2.6,26,13.1,73,7.4,1,11,73,21,6,1,56321,450.9181818,4,Gaines,21492
TX,Galveston,20,3.9,4.3,19,34,6.9,28,84,21,15,73,46,111,6567,44,92,65,4.6,30,7.4,289,10.3,1,15,81,41,12,8,71959,295.61875,2,Galveston,342139
TX,Garza,20,3.7,3.6,14,23,8.6,22,13,22,25,15,30,0,4140,33,84,22,3.0,25,9.2,118,7.1,0,9,79,19,5,2,46490,397.6916667,3,Garza,6229
TX,Gillespie,17,3.6,3.9,12,29,7.8,30,71,16,24,116,71,90,2211,51,92,49,2.5,25,14.3,50,8.4,1,17,72,22,4,6,61433,256.9,1,Gillespie,26988
TX,Glasscock,20,3.9,4.0,15,24,6.8,22,0,19,22,0,0,0,0,43,100,56,2.0,15,0.0,0,7.2,0,7,71,39,11,23,83330,375.7666667,3,Glasscock,1409
TX,Goliad,19,3.8,4.0,14,28,7.4,30,58,17,16,0,40,26,4926,38,98,67,3.8,34,9.3,211,9.3,0,8,78,57,8,10,55008,328.4416667,2,Goliad,7658
TX,Gonzales,24,4.3,4.2,16,31,7.4,26,40,17,25,38,34,34,4518,39,91,34,3.0,31,12.4,652,9.7,0,20,77,29,24,11,49829,382.1333333,3,Gonzales,20837
TX,Gray,19,3.9,4.1,16,34,7.3,30,92,19,24,40,46,23,6333,45,95,46,3.9,28,16.1,497,7.1,0,14,84,19,11,7,49121,446.1142857,4,Gray,21886
TX,Grayson,17,3.8,4.2,15,30,6.8,34,67,19,20,47,62,122,7234,50,93,59,3.2,32,11.4,273,10.2,1,15,78,32,13,8,51403,221.6222222,1,Grayson,136212
TX,Gregg,20,4.1,4.2,16,30,6.0,28,82,17,21,87,94,155,4924,48,93,56,4.1,38,14.2,454,10.2,1,17,84,20,10,10,50610,367.4833333,3,Gregg,123945
TX,Grimes,21,4.1,4.1,17,37,6.0,36,40,18,23,21,21,11,6017,47,95,43,4.1,40,6.4,393,10.2,1,15,78,38,15,16,49498,393.03846150000004,3,Grimes,28880
TX,Guadalupe,18,3.6,3.6,13,34,7.6,23,65,20,14,35,36,28,4094,39,95,59,3.1,29,5.6,195,10.4,1,12,86,41,10,10,73864,317.08666669999997,2,Guadalupe,166847
TX,Hale,26,4.3,4.2,16,32,7.4,31,74,18,23,29,24,124,4955,39,91,47,4.8,33,13.8,222,7.6,1,15,82,18,8,9,42782,397.775,3,Hale,33406
TX,Hall,28,5.0,4.8,19,26,6.2,27,43,14,27,33,0,0,5399,25,97,44,4.3,43,9.8,269,7.0,1,13,78,20,12,12,32597,457.2333333000001,4,Hall,2964
TX,Hamilton,17,3.9,4.2,14,25,7.0,28,46,17,24,95,59,83,8220,19,93,52,3.3,33,17.8,129,8.6,0,15,72,22,16,7,49210,354.44444439999995,3,Hamilton,8461
TX,Hansford,24,4.3,4.3,16,25,5.4,22,88,17,26,37,18,37,646,29,98,39,2.3,20,14.7,220,7.1,0,12,85,18,6,35,57240,406.8333333,3,Hansford,5399
TX,Hardeman,19,3.9,4.2,15,32,6.6,32,34,17,27,100,102,76,7147,35,100,44,3.6,16,10.0,42,7.6,1,7,77,20,9,13,42469,430.41,4,Hardeman,3933
TX,Hardin,15,3.4,3.9,14,37,6.6,30,56,20,14,19,30,35,5131,42,96,59,5.2,27,11.9,157,9.6,1,12,87,46,8,10,60909,414.99285710000004,4,Hardin,57602
TX,Harris,19,3.5,3.6,14,28,7.1,23,91,20,22,59,68,118,5042,44,87,60,4.4,36,5.5,730,12.0,1,20,80,47,10,6,60241,265.0222222,1,Harris,4713325
TX,Harrison,18,3.9,4.1,16,44,6.6,31,63,18,17,29,22,27,5062,46,93,52,4.4,33,11.1,347,10.0,1,14,87,26,15,4,50131,344.06363639999995,2,Harrison,66553
TX,Hartley,15,3.2,3.4,13,30,7.4,27,74,22,21,0,0,18,6380,32,97,36,1.8,11,14.1,364,5.9,0,12,84,9,4,9,72451,430.16363640000003,4,Hartley,5576
TX,Haskell,21,4.1,4.2,16,27,6.8,32,61,18,25,52,34,52,5784,37,95,39,3.8,45,17.4,121,7.8,1,11,79,16,10,11,40880,445.0375,4,Haskell,5658
TX,Hays,18,3.7,3.9,14,30,7.7,19,72,23,17,43,37,97,3952,46,88,69,3.0,25,5.9,244,10.3,1,21,79,50,8,6,68180,243.42,1,Hays,230191
TX,Hemphill,18,3.6,3.9,14,32,8.5,29,86,19,24,99,0,26,3562,34,98,52,2.1,22,17.4,324,6.9,0,9,72,13,8,2,66849,410.0833333,4,Hemphill,3819
TX,Henderson,18,4.1,4.2,16,37,6.3,35,63,17,21,31,34,52,5282,52,96,49,3.7,28,11.0,340,10.4,1,13,82,42,13,12,43337,429.475,4,Henderson,82737
TX,Hidalgo,30,4.8,4.5,15,34,6.7,22,59,16,31,45,27,59,5360,46,90,48,6.6,37,3.6,312,9.4,1,26,80,22,11,21,38785,255.0916667,1,Hidalgo,868707
TX,Hill,19,3.9,4.1,15,32,7.4,38,52,18,21,22,33,50,5468,38,97,51,3.6,30,10.9,171,10.1,0,16,80,40,10,2,48670,355.0416667,3,Hill,36649
TX,Hockley,22,4.0,4.0,15,29,6.9,34,66,19,21,56,48,65,3907,31,88,55,3.1,29,12.1,448,7.5,1,11,78,26,7,17,46764,376.075,3,Hockley,23021
TX,Hood,15,3.5,4.0,13,29,7.0,27,73,18,18,53,51,94,3916,49,94,56,3.7,20,10.1,176,9.6,0,13,88,51,7,10,60917,303.73,2,Hood,61643
